"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2011","Total","Both Sexes","Kolhapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","549236",""
"India","2011","Total","Both Sexes","Kolkata (Calcutta)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","4496694",""
"India","2011","Total","Both Sexes","Kollam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","367107",""
"India","2011","Total","Both Sexes","Korba","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","365253",""
"India","2011","Total","Both Sexes","Kota","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","1001694",""
"India","2011","Total","Both Sexes","Kozhikode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","550440",""
"India","2011","Total","Both Sexes","Krishnanagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","153062",""
"India","2011","Total","Both Sexes","Kulti","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","313809",""
"India","2011","Total","Both Sexes","Kumbakonam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","140156",""
"India","2011","Total","Both Sexes","Kurnool","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","457633",""
"India","2011","Total","Both Sexes","Lakhimpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","151993",""
"India","2011","Total","Both Sexes","Lalitpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","133305",""
"India","2011","Total","Both Sexes","Latur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","382940",""
"India","2011","Total","Both Sexes","Loni","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","516082",""
"India","2011","Total","Both Sexes","Lucknow","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","2817105",""
"India","2011","Total","Both Sexes","Ludhiana","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","1618879",""
"India","2011","Total","Both Sexes","Machilipatnam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","169892",""
"India","2011","Total","Both Sexes","Madanapalle","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","180180",""
"India","2011","Total","Both Sexes","Madhyamgram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","196127",""
"India","2011","Total","Both Sexes","Madurai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","1017865",""
"India","2011","Total","Both Sexes","Mahbubnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","190400",""
"India","2011","Total","Both Sexes","Mahesana","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","190753",""
"India","2011","Total","Both Sexes","Maheshtala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","448317",""
"India","2011","Total","Both Sexes","Mainpuri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","136557",""
"India","2011","Total","Both Sexes","Malappuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","101386",""
"India","2011","Total","Both Sexes","Malegaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","481228",""
"India","2011","Total","Both Sexes","Malerkotla","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","135424",""
"India","2011","Total","Both Sexes","Mandsaur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","141667",""
"India","2011","Total","Both Sexes","Mandya","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","137358",""
"India","2011","Total","Both Sexes","Mangalore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","499487",""
"India","2011","Total","Both Sexes","Mango","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","223805",""
"India","2011","Total","Both Sexes","Mathura","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","349909",""
"India","2011","Total","Both Sexes","Maunath Bhanjan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","278745",""
"India","2011","Total","Both Sexes","Medinipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","169264",""
"India","2011","Total","Both Sexes","Meerut","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","1305429",""
"India","2011","Total","Both Sexes","Mira Bhayandar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","809378",""
"India","2011","Total","Both Sexes","Mirzapur-cum-Vindhyachal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","234871",""
"India","2011","Total","Both Sexes","Modinagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","130325",""
"India","2011","Total","Both Sexes","Moga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","163397",""
"India","2011","Total","Both Sexes","Moradabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","887871",""
"India","2011","Total","Both Sexes","Morena","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","200482",""
"India","2011","Total","Both Sexes","Morvi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","210451",""
"India","2011","Total","Both Sexes","Motihari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","126158",""
"India","2011","Total","Both Sexes","Mughalsarai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","109650",""
"India","2011","Total","Both Sexes","Munger","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","213303",""
"India","2011","Total","Both Sexes","Murwara (Katni)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","221883",""
"India","2011","Total","Both Sexes","Muzaffarnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","392768",""
"India","2011","Total","Both Sexes","Muzaffarpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","354462",""
"India","2011","Total","Both Sexes","Mysore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","920550",""
"India","2011","Total","Both Sexes","Nabadwip","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","125543",""
"India","2011","Total","Both Sexes","Nadiad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","225071",""
"India","2011","Total","Both Sexes","Nagaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","121628",""
"India","2011","Total","Both Sexes","Nagercoil","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","224849",""
"India","2011","Total","Both Sexes","Nagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","2405665",""
"India","2011","Total","Both Sexes","Naihati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","217900",""
"India","2011","Total","Both Sexes","Nalgonda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","154326",""
"India","2011","Total","Both Sexes","Nanded Waghala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","550439",""
"India","2011","Total","Both Sexes","Nandyal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","211424",""
"India","2011","Total","Both Sexes","Nangloi Jat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","205596",""
"India","2011","Total","Both Sexes","Nashik","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","1486053",""
"India","2011","Total","Both Sexes","Navi Mumbai (New Bombay)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","1120547",""
"India","2011","Total","Both Sexes","Navsari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","171109",""
